userID,time,interface,task1,task2,task3,taskStart1,taskStart2,taskStart3,taskEnd1,taskEnd2,taskEnd3,timesRan1,timesRan2,timesRan3,timesUsed1,timesUsed2,timesUsed3,taskCompletion1,taskCompletion2,taskCompletion3,taskAnswer1,taskAnswer2,taskAnswer3,delete,taskTime1,taskTime2,taskTime3,correct1,correct2,correct3
106,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,15,12,2,7,4,0,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)
","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,542065,530247,130576,TRUE,TRUE,TRUE
107,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,25,9,17,3,3,3,skipped,skipped,skipped,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 == 0,
  tf.square(tf.boolean_mask(x, x % 10 != 0)),
  tf.boolean_mask(x, x % 2 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[1]], [[1]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_min(
  tf.math.reduce_max(
    tf.boolean_mask(x, tf.range(len(x)) % 3 == 0),
    axis=1
  )
)
print(new_x)",FALSE,1482768,839220,946425,,,
108,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,39,32,8,8,5,5,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 2 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 2 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_min(
  tf.math.reduce_max(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=0
  )
)
print(new_x)",FALSE,973759,814222,278316,FALSE,TRUE,FALSE
109,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,6,24,14,7,4,6,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,316169,765149,481191,TRUE,TRUE,TRUE
110,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,4,3,2,1,3,0,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,155457,185265,76290,TRUE,TRUE,TRUE
111,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,28,7,5,7,4,6,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 10 != 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,966279,406914,173709,FALSE,TRUE,TRUE
112,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,20,17,7,1,0,0,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)), #true
  tf.boolean_mask(x, x % 5 == 0) #false
)
print(new_x)
print(tf.boolean_mask(x, x % 5 == 0) % 10 == 0)

# Contain only elements divisible by 5
# If it is also not divisible by 10, square it
# boolean_mask will remove elements where it is not true, like a filter. It returns tensor type

# Filter out those not divisble by 5, then for those that are not divisible by 10, square it. Returns tensor type
# Choose x**2 when it is true, x if it is not true?, but need to still filter out the 5's","x = tf.constant([4, 12, 8, 8])
k = tf.constant([2, 1])

new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]), #input
    tf.reshape(k, [int(k.shape[0]), 1, 1]), #filters or kernel
    1, #stride
    'VALID' #padding?
  )
)
print(new_x)
#Inputs are [1, 4, 1]
#print(tf.reshape(x, [1, int(x.shape[0]), 1]))

# squeeze removes dim 1 shapes, so tf.nn.conv1d gives a tensor","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [101, 1200, 1300]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)
",FALSE,1205579,600323,165741,TRUE,TRUE,TRUE
113,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,43,40,15,1,1,2,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 == 0,
  tf.square(tf.boolean_mask(x, x % 2 == 0)), #squaring wrong ones
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,1094124,757488,488030,FALSE,TRUE,TRUE
114,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1,3,5,2,5,6,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 10 != 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,587538,763534,577471,FALSE,TRUE,TRUE
115,1.73E+12,sequence,where,convolve,minmax,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,1.73E+12,20,3,31,7,4,7,skipped,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
 tf.boolean_mask(x, x % 5 == 0) % 10 == 0,
 tf.square(tf.boolean_mask(x, x % 5 == 0)),
 tf.boolean_mask(x, x % 5 == 0))
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
mins = []
for i in range(len(x)):
   if i % 2 == 0:
     mins.append(tf.math.reduce_min(x[i]))
print(tf.math.reduce_max(mins))",FALSE,1507275,485476,1403137,,TRUE,FALSE
117,1.72559E+12,canonicalization,where,convolve,minmax,1.72559E+12,1.72559E+12,1.72559E+12,1.72559E+12,1.72559E+12,1.72559E+12,34,21,27,12,10,15,skipped,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])

x_only_5 = tf.boolean_mask(x, x % 5 == 0)

print(x_only_5)
print(tf.boolean_mask(x, x % 10 == 0) % 5 == 0)

new_x = tf.where(
  tf.boolean_mask(x_only_5, x_only_5 % 10 == 0) % 10 == 0,
  tf.square(tf.boolean_mask(x_only_5, x_only_5 % 10 == 0)),
  tf.boolean_mask(x_only_5, x_only_5 % 10 == 0)
)

print(new_x)

#Skipping
# seems like where function changes size of tensor and only takes true values, not sure how to solve with where function.","x = tf.constant([4, 12, 8, 8])

new_x = tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )

print(new_x)

#Didn't really know how functions works, brute forced with trial and error with print statements","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)


reduced = tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )


new_x = tf.math.reduce_max(reduced, axis=0)

print(new_x)",FALSE,1853324,631524,1014033,,FALSE,TRUE
118,1.72567E+12,highlighting,where,convolve,minmax,1.72567E+12,1.72567E+12,1.72567E+12,1.72567E+12,1.72567E+12,1.72567E+12,22,6,11,4,5,5,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,462546,142151,494072,TRUE,TRUE,TRUE
119,1.72568E+12,highlighting,where,convolve,minmax,1.72568E+12,1.72568E+12,1.72568E+12,1.72568E+12,1.72568E+12,1.72568E+12,14,8,4,15,7,7,skipped,skipped,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0),
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 2 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[1]], [[1]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)
","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,1350726,661196,424868,,,TRUE
120,1.72573E+12,highlighting,where,convolve,minmax,1.72573E+12,1.72573E+12,1.72573E+12,1.72573E+12,1.72573E+12,1.72573E+12,46,21,20,13,10,12,answered,skipped,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 5 == 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[1]], [[1]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_min(
  tf.math.reduce_max(
    tf.boolean_mask(x, tf.range(len(x))),
    axis=1
  )
)
print(new_x)",FALSE,1300093,851183,718828,FALSE,,FALSE
121,1.72574E+12,highlighting,where,convolve,minmax,1.72574E+12,1.72574E+12,1.72574E+12,1.72574E+12,1.72574E+12,1.72574E+12,4,12,3,10,10,3,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 == 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,487470,409349,301380,FALSE,TRUE,TRUE
122,1.72574E+12,highlighting,where,convolve,minmax,1.72574E+12,1.72574E+12,1.72575E+12,1.72574E+12,1.72575E+12,1.72575E+12,45,22,26,14,7,7,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
#new_x = tf.where(
  #tf.boolean_mask(x, (x % 5 == 0)),
  #tf.square(tf.boolean_mask(x, (x % 10 !== 0))),
  #tf.boolean_mask(x, (x % 2 == 0))
#)
#print(new_x)

y = [5, 2, 20, 15, 32, 100]
z = []
for i in y:
  if (i % 5 == 0):
     if (i % 10 != 0):
       z.append(i ** 2)
     else:
       z.append(i)

fake_x = tf.constant(z)
print(fake_x)
","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)
","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,2327384,907492,514532,FALSE,TRUE,TRUE
123,1.72576E+12,highlighting,where,convolve,minmax,1.72576E+12,1.72576E+12,1.72576E+12,1.72576E+12,1.72576E+12,1.72576E+12,4,23,15,7,3,0,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[0]], [[2]], [[1]]]),
    1,
    'SAME'
  )
)[:-1]
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,465607,599815,281678,TRUE,TRUE,TRUE
124,1.72582E+12,highlighting,where,convolve,minmax,1.72582E+12,1.72582E+12,1.72582E+12,1.72582E+12,1.72582E+12,1.72582E+12,10,2,5,3,2,4,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 == 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,515870,188962,160215,FALSE,TRUE,TRUE
125,1.72591E+12,highlighting,where,convolve,minmax,1.72591E+12,1.72591E+12,1.72591E+12,1.72591E+12,1.72591E+12,1.72591E+12,25,15,24,17,17,23,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  ((tf.boolean_mask(x, ((x % 5) == 0)) % 10) == 5),
  tf.square(tf.boolean_mask(x, ((x % 5) == 0))),
  tf.boolean_mask(x, ((x % 5) == 0))
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,2102372,961575,1096510,TRUE,TRUE,TRUE
126,1.72598E+12,highlighting,where,convolve,minmax,1.72599E+12,1.72599E+12,1.72599E+12,1.72599E+12,1.72599E+12,1.72599E+12,17,1,11,1,9,0,answered,skipped,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where((x % 5 == 0) & (x % 10 != 0), tf.square(x), x
)
new_x = tf.boolean_mask(new_x, x % 5 == 0)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[1]], [[1]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,712705,432892,356081,TRUE,,TRUE
127,1.72599E+12,highlighting,where,convolve,minmax,1.72599E+12,1.72599E+12,1.72599E+12,1.72599E+12,1.72599E+12,1.72599E+12,3,86,9,1,18,8,answered,skipped,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 == 0,
  tf.boolean_mask(x, x % 5 == 0),
  tf.square(tf.boolean_mask(x, x % 5 == 0))
  
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[1]], [[2]]]),
    1,
    'VALID'
  )
)
print(new_x)

","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,416119,2467103,296151,TRUE,,TRUE
128,1.726E+12,highlighting,where,convolve,minmax,1.726E+12,1.726E+12,1.726E+12,1.726E+12,1.726E+12,1.726E+12,9,7,11,6,10,7,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 10 != 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,532161,332826,296489,FALSE,TRUE,TRUE
129,1.72601E+12,highlighting,where,convolve,minmax,1.72601E+12,1.72601E+12,1.72601E+12,1.72601E+12,1.72601E+12,1.72601E+12,10,19,15,18,33,24,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,607118,670666,513087,TRUE,TRUE,TRUE
130,1.72602E+12,highlighting,where,convolve,minmax,1.72602E+12,1.72602E+12,1.72602E+12,1.72602E+12,1.72602E+12,1.72602E+12,43,26,7,9,11,8,skipped,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 == 0,     # 1. divisible by both 5 and 10
  tf.square(tf.boolean_mask(x, x % 5 == 0) % 10 > 0),   # 2. divisible by 5 
  tf.boolean_mask(x, x % 5 == 0    #3.         
))
print(new_x)

## mask = dr




##x = tf.constant([5, 2, 20, 15, 32, 100])
##new_x = tf.where(
##  tf.boolean_mask(x, x % 5 == 0) % 10 == 0,     # 1. divisible by both 5 and 10
##  tf.square(tf.boolean_mask(x, x % 5 == 0)),   # 2. divisible by 5 
##  tf.boolean_mask(x, x % 5 == 0    #3.         
##))
##print(new_x)



[5, 400, 15, 10000]","



x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)

## [24, 28] 

## >>> 2x[0] + x[1]  ,  2x[1] + x[2], .....  

## squeeze - removes vals with given cond
##  nn.conv1d - 


[1, 4, 1]
","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,1600045,1150665,454728,,TRUE,TRUE
131,1.72608E+12,highlighting,where,convolve,minmax,1.72608E+12,1.72608E+12,1.72608E+12,1.72608E+12,1.72608E+12,1.72608E+12,2,5,3,3,2,10,answered,answered,answered,"x = tf.constant([5, 2, 20, 15, 32, 100])
new_x = tf.where(
  tf.boolean_mask(x, x % 5 == 0) % 10 != 0,
  tf.square(tf.boolean_mask(x, x % 5 == 0)),
  tf.boolean_mask(x, x % 5 == 0)
)
print(new_x)","x = tf.constant([4, 12, 8, 8])
new_x = tf.squeeze(
  tf.nn.conv1d(
    tf.reshape(x, [1, int(x.shape[0]), 1]),
    tf.constant([[[2]], [[1]]]),
    1,
    'VALID'
  )
)
print(new_x)

# new_x = tf.squeeze(
#  tf.nn.conv1d(
#    tf.reshape(x, [1, int(x.shape[0]), 1]),
#    tf.constant([[[1]], [[1]], [[1]]]),
#    1,
#    'VALID'
#  )
#)","x = tf.constant(
  [[1, 2, 3],
  [101, 102, 103],
  [11, 12, 13]]
)
new_x = tf.math.reduce_max(
  tf.math.reduce_min(
    tf.boolean_mask(x, tf.range(len(x)) % 2 == 0),
    axis=1
  )
)
print(new_x)",FALSE,420329,647976,447481,TRUE,TRUE,TRUE
